zpid_index,dateSold,propertyType,lotAreaValue,address,imgSrc,price,bedrooms,longitude,latitude,listingStatus,zpid,contingentListingType,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,listingSubType.is_openHouse,listingSubType.is_bankOwned,listingSubType.is_FSBA,newConstructionType,listingSubType.is_newHome,listingSubType.is_forAuction,unit,listingSubType.is_foreclosure
25169849,,SINGLE_FAMILY,8241.552,"10941 Allen Dr, Garden Grove, CA 92840",https://photos.zillowstatic.com/fp/d496fd3ca377879573e25932ff840d42-p_e.jpg,599000,4.0,-117.941986,33.785767,FOR_SALE,25169849,FORECLOSURE,-1,3.0,1687.0,USA,USD,sqft,True,True,True,,,,,,
25372799,,SINGLE_FAMILY,0.6489898989899,"5530 Camino De Bryant, Yorba Linda, CA 92887",https://photos.zillowstatic.com/fp/f59bf28f4f6b927143be0f68dd599d09-p_e.jpg,2780000,5.0,-117.71239,33.886673,FOR_SALE,25372799,,-1,4.0,3750.0,USA,USD,acres,True,True,,True,,,,,
25600920,,SINGLE_FAMILY,7824.0,"501 W Avenida De Los Lobos Marinos, San Clemente, CA 92672",https://photos.zillowstatic.com/fp/5e5ed954df02be52c36f08eef07dcb8a-p_e.jpg,3125000,4.0,-117.60897,33.411842,FOR_SALE,25600920,,-1,4.0,3027.0,USA,USD,sqft,True,True,,True,,,,,
25527345,,SINGLE_FAMILY,5200.0,"22952 Broadleaf, Lake Forest, CA 92630",https://photos.zillowstatic.com/fp/ced27be04f2f3951aff96e2f4907cd43-p_e.jpg,800000,4.0,-117.68334,33.630657,FOR_SALE,25527345,,-1,3.0,2136.0,USA,USD,sqft,True,True,,True,,,,,
25275637,,SINGLE_FAMILY,7768.0,"20012 Mayport Ln, Huntington Beach, CA 92646",https://photos.zillowstatic.com/fp/16150207b9df627d0038bbe433d4ffa8-p_e.jpg,1199000,4.0,-117.974014,33.671967,FOR_SALE,25275637,,-1,2.0,1580.0,USA,USD,sqft,True,True,,True,,,,,
250186188,,SINGLE_FAMILY,0.4506,"46 Deep Sea, Newport Coast, CA 92657",https://photos.zillowstatic.com/fp/f46c643bc3c366096121aeba83b0c95f-p_e.jpg,62000000,6.0,-117.82945,33.57786,FOR_SALE,250186188,,-1,10.0,14500.0,USA,USD,acres,True,,,True,,,,,
25224700,,SINGLE_FAMILY,1850.0,"2151 W Wellington Cir, Anaheim, CA 92804",https://photos.zillowstatic.com/fp/22696b0c1b70bb95d26b59018b2bf116-p_e.jpg,649000,4.0,-117.95743,33.819206,FOR_SALE,25224700,,-1,3.0,1525.0,USA,USD,sqft,True,True,,True,,,,,
25308847,,SINGLE_FAMILY,7231.0,"5191 Princeton Ave, Westminster, CA 92683",https://photos.zillowstatic.com/fp/1abf26e92037e52908fd80826d774e91-p_e.jpg,1049000,4.0,-118.03927,33.7658,FOR_SALE,25308847,,-1,2.0,1636.0,USA,USD,sqft,True,True,,True,,,,,
25373638,,SINGLE_FAMILY,0.36269513314968,"17352 La Macinda Dr, Yorba Linda, CA 92886",https://photos.zillowstatic.com/fp/60ff5cf3f0caba7deb513f1e20ecf11d-p_e.jpg,1899999,4.0,-117.83099,33.894062,FOR_SALE,25373638,,-1,4.0,2787.0,USA,USD,acres,True,,,True,,,,,
25101763,,SINGLE_FAMILY,7680.0,"1531 Sansinena Ln, La Habra, CA 90631",https://photos.zillowstatic.com/fp/f6030d0ad1ac15abcc05d3547f9dc1cf-p_e.jpg,889000,4.0,-117.9631,33.9459,FOR_SALE,25101763,,-1,2.0,1540.0,USA,USD,sqft,True,True,,True,,,,,
25519666,,SINGLE_FAMILY,3800.0,"15 Straw Flower, Irvine, CA 92620",https://photos.zillowstatic.com/fp/bea6723acda4cd0390b917b694bc2ca2-p_e.jpg,1350000,3.0,-117.7582,33.728363,FOR_SALE,25519666,,-1,3.0,1600.0,USA,USD,sqft,True,True,,True,,,,,
25517841,,SINGLE_FAMILY,5250.0,"11 Alameda, Irvine, CA 92620",https://photos.zillowstatic.com/fp/3533eedcb1081f4cffcf4e613ee65c34-p_e.jpg,1549000,4.0,-117.761246,33.717487,FOR_SALE,25517841,,-1,3.0,2474.0,USA,USD,sqft,True,True,,True,,,,,
25640675,,SINGLE_FAMILY,8997.0,"21025 Mountain Glen Cir, Lake Forest, CA 92630",https://photos.zillowstatic.com/fp/2945e531650a104077d7b4caa2cdadc6-p_e.jpg,1199500,5.0,-117.65366,33.657207,FOR_SALE,25640675,,-1,3.0,2616.0,USA,USD,sqft,True,,,True,,,,,
63113836,,SINGLE_FAMILY,0.53099173553719,"24 Jewel Flower, Irvine, CA 92603",https://photos.zillowstatic.com/fp/1b93a7c3c3504d9abb3a4ef2b4b78e32-p_e.jpg,8995000,5.0,-117.79073,33.64362,FOR_SALE,63113836,,-1,6.0,6783.0,USA,USD,acres,True,,,True,,,,,
137219766,,SINGLE_FAMILY,5438.0,"16 Naciente, Mission Viejo, CA 92694",https://photos.zillowstatic.com/fp/658557ad8a19041055d7230afb3ec785-p_e.jpg,1000000,4.0,-117.62219,33.52636,FOR_SALE,137219766,,-1,3.0,2507.0,USA,USD,sqft,True,,,True,,,,,
69248575,,SINGLE_FAMILY,0.61248852157943,"6 Midsummer, Newport Coast, CA 92657",https://photos.zillowstatic.com/fp/17d6d46bceba8968338b8443119f8dc9-p_e.jpg,69800000,7.0,-117.827,33.582485,FOR_SALE,69248575,,-1,13.0,15500.0,USA,USD,acres,True,,,,BUILDER_SPEC,True,,,
305151857,,SINGLE_FAMILY,2918.0,"405 Aura Dr, Costa Mesa, CA 92626",https://photos.zillowstatic.com/fp/8d4b49512046f0cf50cec86456b3bcaa-p_e.jpg,1299000,4.0,-117.918015,33.66886,FOR_SALE,305151857,,-1,3.0,2227.0,USA,USD,sqft,True,True,,True,,,,,
25481305,,SINGLE_FAMILY,5482.0,"17692 Manchester Ave, Irvine, CA 92614",https://photos.zillowstatic.com/fp/3b383e85af12c980629d6b96f199ec59-p_e.jpg,1675000,4.0,-117.82865,33.673378,FOR_SALE,25481305,,-1,3.0,2325.0,USA,USD,sqft,True,,,,BUILDER_SPEC,True,,,
25471620,,SINGLE_FAMILY,1136.0,"1564 Mitchell Ave, Tustin, CA 92780",https://photos.zillowstatic.com/fp/1baabda4a8a2aa6f780c4b870ee74035-p_e.jpg,575000,3.0,-117.81728,33.72983,FOR_SALE,25471620,,-1,3.0,1590.0,USA,USD,sqft,True,True,,True,,,,,
25319153,,SINGLE_FAMILY,2600.0,"6677 Vinalhaven Ct, Cypress, CA 90630",https://photos.zillowstatic.com/fp/c4fa786418d3ec49ab55e8028f9b85e8-p_e.jpg,925000,3.0,-118.01601,33.796272,FOR_SALE,25319153,,-1,3.0,1933.0,USA,USD,sqft,True,,,True,,,,,
25430756,,SINGLE_FAMILY,6000.0,"822 N Fern St, Orange, CA 92867",https://photos.zillowstatic.com/fp/7b4e28e11e867901ebca48df5a3f8cc3-p_e.jpg,949900,5.0,-117.82634,33.800953,FOR_SALE,25430756,,-1,3.0,2083.0,USA,USD,sqft,True,,,True,,,,,
25623385,,SINGLE_FAMILY,7425.0,"23276 Via Bahia, Mission Viejo, CA 92691",https://photos.zillowstatic.com/fp/81a7e470a5ce2ad74eec240385275d84-p_e.jpg,799900,3.0,-117.6575,33.62458,FOR_SALE,25623385,,-1,2.0,1099.0,USA,USD,sqft,True,,,True,,,,,
54972920,,SINGLE_FAMILY,3653.0,"47 Cliffwood, Irvine, CA 92602",https://photos.zillowstatic.com/fp/00a8ebcb06986ebaf3d71f34df41205e-p_e.jpg,1600000,4.0,-117.78276,33.73227,FOR_SALE,54972920,,-1,4.0,2396.0,USA,USD,sqft,True,,,True,,,,,
25143372,,SINGLE_FAMILY,4007.0,"150 W Mariposa, San Clemente, CA 92672",https://photos.zillowstatic.com/fp/e38be78028ea92aff200e5c248814130-p_e.jpg,999999,2.0,-117.620155,33.427734,FOR_SALE,25143372,,-1,1.0,888.0,USA,USD,sqft,True,True,,True,,,,,
25506236,,SINGLE_FAMILY,4200.0,"2036 Cherokee, Tustin, CA 92782",https://photos.zillowstatic.com/fp/689c44a5441108316aad2213589d973a-p_e.jpg,999999,3.0,-117.80631,33.728893,FOR_SALE,25506236,,-1,3.0,1598.0,USA,USD,sqft,True,True,,True,,,,,
250186742,,SINGLE_FAMILY,2881.0,"331 E Costera Ct, Placentia, CA 92870",https://photos.zillowstatic.com/fp/b9e2059f0942475296bc6f16f869bd5d-p_e.jpg,750000,4.0,-117.861435,33.88451,FOR_SALE,250186742,,-1,3.0,2207.0,USA,USD,sqft,True,,,,,,True,,
325864319,,SINGLE_FAMILY,1000.0,"37 Ebb Tide Cir, Newport Beach, CA 92663",https://photos.zillowstatic.com/fp/d886f67209067f923873e9c80d46c17e-p_e.jpg,1750000,4.0,-117.93069,33.63114,FOR_SALE,325864319,,-1,4.0,1864.0,USA,USD,sqft,True,True,,True,,,,,
25489133,,SINGLE_FAMILY,5356.0,"22 Willowbrook, Irvine, CA 92604",https://photos.zillowstatic.com/fp/8582778f112b90d5af0c4b505df9c5e2-p_e.jpg,1938000,5.0,-117.80004,33.686916,FOR_SALE,25489133,,-1,3.0,2800.0,USA,USD,sqft,True,True,,True,,,,,
25408827,,SINGLE_FAMILY,8928.0,"4860 E McKinnon Dr, Anaheim, CA 92807",https://photos.zillowstatic.com/fp/2e88ff4438feeeaf559e72fcfbe49f7d-p_e.jpg,800000,4.0,-117.81114,33.853817,FOR_SALE,25408827,,-1,2.0,2284.0,USA,USD,sqft,True,True,,True,,,,,
25323816,,SINGLE_FAMILY,6115.824,"212 E Charlotte Ave, Anaheim, CA 92805",https://photos.zillowstatic.com/fp/7f6aa11dd3bb6b6c4259449ae876a2b7-p_e.jpg,831000,4.0,-117.90718,33.820747,FOR_SALE,25323816,,-1,3.0,1593.0,USA,USD,sqft,True,,,True,,,,,
25536523,,SINGLE_FAMILY,4437.0,"24472 Overlake Dr, Lake Forest, CA 92630",https://photos.zillowstatic.com/fp/ce7a5f6912aefe2513bc583201199b1d-p_e.jpg,1298000,3.0,-117.70352,33.63402,FOR_SALE,25536523,,-1,3.0,1981.0,USA,USD,sqft,True,True,,True,,,,,
25214965,,SINGLE_FAMILY,9450.0,"196 The Masters Cir, Costa Mesa, CA 92627",https://photos.zillowstatic.com/fp/0957d2dd69cc2f9f1832d2dcc4cbc0fe-p_e.jpg,1399000,4.0,-117.88587,33.668053,FOR_SALE,25214965,,-1,3.0,2155.0,USA,USD,sqft,True,,,True,,,,,
64789185,,SINGLE_FAMILY,6164.0,"32 Via Armilla, San Clemente, CA 92673",https://photos.zillowstatic.com/fp/616d42a1711a734074a0995f714a9985-p_e.jpg,1685900,4.0,-117.58077,33.478764,FOR_SALE,64789185,,-1,3.0,2857.0,USA,USD,sqft,True,True,,True,,,,,
25332554,,SINGLE_FAMILY,5457.0,"719 S Emily St, Anaheim, CA 92805",https://photos.zillowstatic.com/fp/bff9168aa50d7c131330fdbcd45e7fe3-p_e.jpg,680000,2.0,-117.90952,33.82753,FOR_SALE,25332554,,-1,1.0,1024.0,USA,USD,sqft,True,,,True,,,,,
25253688,,SINGLE_FAMILY,7462.0,"16561 Tiber Ln, Huntington Beach, CA 92647",https://photos.zillowstatic.com/fp/83aa3263f0271bca7b6582e84f5d4473-p_e.jpg,1249000,3.0,-117.996826,33.72176,FOR_SALE,25253688,,-1,3.0,1726.0,USA,USD,sqft,True,True,,True,,,,,
25425971,,SINGLE_FAMILY,7920.0,"17871 Morrow Cir, Villa Park, CA 92861",https://photos.zillowstatic.com/fp/b81774349fca9aff161e4ebffad3aa07-p_e.jpg,1779900,4.0,-117.820435,33.81014,FOR_SALE,25425971,,-1,3.0,2643.0,USA,USD,sqft,True,,,True,,,,,
25565872,,SINGLE_FAMILY,0.27020202020202,"29482 Via San Sebastian, Laguna Niguel, CA 92677",https://photos.zillowstatic.com/fp/adfcc22ef6caebb00300b70ac2307570-p_e.jpg,2125000,5.0,-117.69947,33.534233,FOR_SALE,25565872,,-1,5.0,3615.0,USA,USD,acres,True,,,True,,,,,
25512581,,SINGLE_FAMILY,3840.0,"8221 E Star Pine Rd, Orange, CA 92869",https://photos.zillowstatic.com/fp/0788768d06cd7bfb469c94322040c98b-p_e.jpg,989000,3.0,-117.765686,33.791866,FOR_SALE,25512581,,-1,2.0,1281.0,USA,USD,sqft,True,,,True,,,,,
25095628,,SINGLE_FAMILY,8100.0,"1020 S Hickory St, Santa Ana, CA 92701",https://photos.zillowstatic.com/fp/d248ae81b043f4deca8b63ea530457a2-p_e.jpg,562500,3.0,-117.86078,33.73517,FOR_SALE,25095628,,-1,1.0,1234.0,USA,USD,sqft,True,,,True,,,,,
54971110,,SINGLE_FAMILY,4393.0,"7477 E Crown Pkwy, Orange, CA 92867",https://photos.zillowstatic.com/fp/81909b7944daff0256b55101705444e3-p_e.jpg,1300000,4.0,-117.7737,33.827126,FOR_SALE,54971110,,-1,3.0,2623.0,USA,USD,sqft,True,,,True,,,,,
61499290,,SINGLE_FAMILY,7874.0,"1722 E Bolinger Cir, Orange, CA 92865",https://photos.zillowstatic.com/fp/bb8f343d31202240540c4cb5c1e379a3-p_e.jpg,1149900,4.0,-117.83597,33.841446,FOR_SALE,61499290,,-1,5.0,3331.0,USA,USD,sqft,True,,,True,,,,,
25626668,,SINGLE_FAMILY,7200.0,"24031 Vejar Ln, Mission Viejo, CA 92691",https://photos.zillowstatic.com/fp/5b3e65c54e8b242de2a705a51ea87352-p_e.jpg,869999,3.0,-117.66928,33.61346,FOR_SALE,25626668,,-1,3.0,1484.0,USA,USD,sqft,True,,,True,,,,,
25546336,,SINGLE_FAMILY,7150.0,"24801 San Pedro Ave, Laguna Hills, CA 92653",https://photos.zillowstatic.com/fp/72ed1335be1502b963c8c8728b9695b7-p_e.jpg,1599000,5.0,-117.697266,33.58602,FOR_SALE,25546336,,-1,3.0,2371.0,USA,USD,sqft,True,,,True,,,,,
25392023,,SINGLE_FAMILY,0.53030303030303,"5472 Cherrylee Ln, Yorba Linda, CA 92886",https://photos.zillowstatic.com/fp/32f2a9f0ac089f8a77c04e47e7e310a4-p_e.jpg,1800000,4.0,-117.8062,33.881317,FOR_SALE,25392023,,-1,3.0,2565.0,USA,USD,acres,True,,,True,,,,,
25180715,,SINGLE_FAMILY,7372.0,"7742 24th St, Westminster, CA 92683",https://photos.zillowstatic.com/fp/7f5585e6ef49258536aaced20070a1c5-p_e.jpg,799000,3.0,-117.99418,33.764828,FOR_SALE,25180715,,-1,2.0,1350.0,USA,USD,sqft,True,,,True,,,,,
25103845,,SINGLE_FAMILY,7320.0,"2530 Union Ave, La Habra, CA 90631",https://photos.zillowstatic.com/fp/26d0aaa8ebee428a1592165731e1e6d7-p_e.jpg,799900,4.0,-117.9747,33.926598,FOR_SALE,25103845,,-1,3.0,1711.0,USA,USD,sqft,True,True,,True,,,,,
25529115,,SINGLE_FAMILY,8800.0,"21552 Montbury Dr, Lake Forest, CA 92630",https://photos.zillowstatic.com/fp/ca1bb6df0c3902716e407dcd5a4dba17-p_e.jpg,1825000,5.0,-117.665596,33.64988,FOR_SALE,25529115,,-1,5.0,2780.0,USA,USD,sqft,True,True,,True,,,,,
25314510,,SINGLE_FAMILY,5750.0,"4617 Almond Ave, Seal Beach, CA 90740",https://photos.zillowstatic.com/fp/4fefa12596043c7d1abe85173d6a7148-p_e.jpg,1000000,4.0,-118.04958,33.77534,FOR_SALE,25314510,,-1,3.0,2806.0,USA,USD,sqft,True,True,,,,,True,,
25435585,,SINGLE_FAMILY,6180.0,"480 S Alpine Rd, Orange, CA 92868",https://photos.zillowstatic.com/fp/1a4dc312d31f31f8f90721036ef28b47-p_e.jpg,699900,3.0,-117.868866,33.780697,FOR_SALE,25435585,,-1,2.0,1362.0,USA,USD,sqft,True,,,True,,,,,
25271621,,SINGLE_FAMILY,6480.0,"9372 Darrow Dr, Huntington Beach, CA 92646",https://photos.zillowstatic.com/fp/bb6caa8d91390092f8851863501693c6-p_e.jpg,2450000,4.0,-117.96438,33.656246,FOR_SALE,25271621,,-1,5.0,3895.0,USA,USD,sqft,True,True,,True,,,,,
25299677,,SINGLE_FAMILY,7169.0,"17164 Edgewater Ln, Huntington Beach, CA 92649",https://photos.zillowstatic.com/fp/2059e073e755600afa594916e0ac50b3-p_e.jpg,2100000,3.0,-118.05272,33.712967,FOR_SALE,25299677,,-1,2.0,2276.0,USA,USD,sqft,True,True,,True,,,,,
25139882,,SINGLE_FAMILY,7980.0,"1933 Bayside Dr, Corona Del Mar, CA 92625",https://photos.zillowstatic.com/fp/d3ac68f0d8272a4f8252be8cc0bdc119-p_e.jpg,10995000,4.0,-117.882614,33.602936,FOR_SALE,25139882,,-1,5.0,4938.0,USA,USD,sqft,True,True,,True,,,,,
69248544,,SINGLE_FAMILY,0.53852157943067,"2 Waves End, Newport Coast, CA 92657",https://photos.zillowstatic.com/fp/d6b55b7d3d6d1d7c33024d586a6a0678-p_e.jpg,35000000,6.0,-117.825035,33.579857,FOR_SALE,69248544,,-1,9.0,14809.0,USA,USD,acres,True,,,,BUILDER_SPEC,True,,,
25628109,,SINGLE_FAMILY,5000.0,"26562 Via Cuervo, Mission Viejo, CA 92691",https://photos.zillowstatic.com/fp/205b0ff34d98e2aa3c5609ee229a3579-p_e.jpg,799900,2.0,-117.66665,33.625034,FOR_SALE,25628109,,-1,2.0,936.0,USA,USD,sqft,True,,,True,,,,,
25472866,,SINGLE_FAMILY,7930.0,"14321 Shadybrook Dr, Tustin, CA 92780",https://photos.zillowstatic.com/fp/9a85f4ae07ff4647eb682d6845f01480-p_e.jpg,975000,4.0,-117.81205,33.72513,FOR_SALE,25472866,,-1,2.0,1752.0,USA,USD,sqft,True,,,True,,,,,
25168395,,SINGLE_FAMILY,7700.0,"12762 Oak Way Dr, Los Alamitos, CA 90720",https://photos.zillowstatic.com/fp/3dfd1610957084547e7ecf89eece376e-p_e.jpg,1499999,4.0,-118.07824,33.777225,FOR_SALE,25168395,,-1,2.0,1736.0,USA,USD,sqft,True,True,,True,,,,,
25256417,,SINGLE_FAMILY,7392.0,"9710 Gardenia Ave, Fountain Valley, CA 92708",https://photos.zillowstatic.com/fp/8431b0b940847d3d6e9eb1069c56bce4-p_e.jpg,1195000,5.0,-117.95959,33.721733,FOR_SALE,25256417,,-1,3.0,2930.0,USA,USD,sqft,True,,,True,,,,,
25557492,,SINGLE_FAMILY,8400.0,"905 Canyon View Dr, Laguna Beach, CA 92651",https://photos.zillowstatic.com/fp/4247d3b2a0f1934c07c0bf0d68baf609-p_e.jpg,5890000,4.0,-117.770584,33.539913,FOR_SALE,25557492,,-1,5.0,3588.0,USA,USD,sqft,True,True,,True,,,,,
25133180,,SINGLE_FAMILY,2252.0,"7010 W Oceanfront, Newport Beach, CA 92663",https://photos.zillowstatic.com/fp/5f8b99daf74f6ded26de28e4ea6287fc-p_e.jpg,9500000,5.0,-117.95459,33.628593,FOR_SALE,25133180,,-1,5.0,3076.0,USA,USD,sqft,True,,,True,,,,,
25141509,,SINGLE_FAMILY,2700.0,"31570 Eagle Rock Way, Laguna Beach, CA 92651",https://photos.zillowstatic.com/fp/2f01e0d7ab666db430d586b890bea06e-p_e.jpg,1995000,2.0,-117.74421,33.503815,FOR_SALE,25141509,,-1,1.0,850.0,USA,USD,sqft,True,,,True,,,,,
25217990,,SINGLE_FAMILY,7200.0,"2878 W Rome Ave, Anaheim, CA 92804",https://photos.zillowstatic.com/fp/13d9ab4303b03f64bf7de743bf3f3ab7-p_e.jpg,895900,3.0,-117.98856,33.82052,FOR_SALE,25217990,,-1,2.0,1790.0,USA,USD,sqft,True,True,,True,,,,,
25232358,,SINGLE_FAMILY,0.31248852157943,"8082 La Monte Rd, Stanton, CA 90680",https://photos.zillowstatic.com/fp/62c88725b65d0f3a85d4a9f4566fd85b-p_e.jpg,1988000,4.0,-117.99138,33.7927,FOR_SALE,25232358,,-1,4.0,4619.0,USA,USD,acres,True,,,True,,,,,
25559077,,SINGLE_FAMILY,9600.0,"1201 Starlit Dr, Laguna Beach, CA 92651",https://photos.zillowstatic.com/fp/eb4a274d34c4242383c96b4317cd7980-p_e.jpg,1700000,3.0,-117.760185,33.538017,FOR_SALE,25559077,,-1,2.0,1554.0,USA,USD,sqft,True,,,True,,,,,
25121740,,SINGLE_FAMILY,9879.0,"616 Lemon Hill Ter, Fullerton, CA 92832",https://photos.zillowstatic.com/fp/ced5973bea490b2ebe88754903dd4a03-p_e.jpg,1899000,3.0,-117.93874,33.875347,FOR_SALE,25121740,,-1,5.0,2822.0,USA,USD,sqft,True,,,True,,,,,
25357359,,SINGLE_FAMILY,0.82277318640955,"511 Laguna Rd, Fullerton, CA 92835",https://photos.zillowstatic.com/fp/2ce372a8bfcc94d2886915435df168e1-p_e.jpg,2095000,4.0,-117.93517,33.89687,FOR_SALE,25357359,,-1,3.0,2737.0,USA,USD,acres,True,True,,True,,,,,
51668605,,SINGLE_FAMILY,5229.0,"26 Calle Almeja, San Clemente, CA 92673",https://photos.zillowstatic.com/fp/7abff7d83460495410f7e9884d28f90e-p_e.jpg,1599000,5.0,-117.58163,33.459064,FOR_SALE,51668605,,-1,4.0,2950.0,USA,USD,sqft,True,True,,True,,,,,
25368836,,SINGLE_FAMILY,5500.0,"349 Heartwood Cir, Brea, CA 92821",https://photos.zillowstatic.com/fp/f2dc451f45ba3bbea332ff041a1be138-p_e.jpg,1000000,4.0,-117.875114,33.923992,FOR_SALE,25368836,,-1,3.0,2958.0,USA,USD,sqft,True,,,True,,,,,
25366585,,SINGLE_FAMILY,0.34435261707989,"185 Copa De Oro Dr, Brea, CA 92823",https://photos.zillowstatic.com/fp/30b41582c9e4556fce6c99859c7a7630-p_e.jpg,1399999,4.0,-117.80628,33.930183,FOR_SALE,25366585,,-1,3.0,2913.0,USA,USD,acres,True,,,True,,,,,
25444203,,SINGLE_FAMILY,3003.0,"2509 N Jacaranda St, Santa Ana, CA 92705",https://photos.zillowstatic.com/fp/fe796907705200aa5b99131c5f57f1ae-p_e.jpg,625000,3.0,-117.85028,33.77068,FOR_SALE,25444203,,-1,2.0,1151.0,USA,USD,sqft,True,True,,True,,,,,
25142157,,SINGLE_FAMILY,0.38898071625344,"58 N La Senda Dr, Laguna Beach, CA 92651",https://photos.zillowstatic.com/fp/32ecc3da9ef5754f2658465d259e7a69-p_e.jpg,31995000,5.0,-117.73865,33.4928,FOR_SALE,25142157,,-1,6.0,6135.0,USA,USD,acres,True,,,True,,,,,
25510893,,SINGLE_FAMILY,0.74724517906336,"9801 Overhill Dr, Santa Ana, CA 92705",https://photos.zillowstatic.com/fp/00b8483a459f282f0431341357a57fc9-p_e.jpg,2750000,6.0,-117.76273,33.77625,FOR_SALE,25510893,,-1,5.0,3906.0,USA,USD,acres,True,,,True,,,,,
25606654,,SINGLE_FAMILY,8276.0,"5 Ledgewood Dr, Rancho Santa Margarita, CA 92688",https://photos.zillowstatic.com/fp/3fac8bdf174679d1a7499b6f293f4fb4-p_e.jpg,1869000,5.0,-117.624535,33.59084,FOR_SALE,25606654,,-1,5.0,3253.0,USA,USD,sqft,True,,,True,,,,,
54969566,,SINGLE_FAMILY,9995.0,"1605 Tyler Dr, Fullerton, CA 92835",https://photos.zillowstatic.com/fp/a3908db19e5734212fb466d877d42eb7-p_e.jpg,2490000,4.0,-117.89786,33.90046,FOR_SALE,54969566,,-1,5.0,5161.0,USA,USD,sqft,True,,,True,,,,,
25602345,,SINGLE_FAMILY,5408.0,"27234 Nogal, Mission Viejo, CA 92692",https://photos.zillowstatic.com/fp/0a9080ad0a20452623d1f76d2af59f28-p_e.jpg,995000,4.0,-117.654755,33.57253,FOR_SALE,25602345,,-1,3.0,1936.0,USA,USD,sqft,True,,,True,,,,,
25151460,,SINGLE_FAMILY,6660.0,"8342 Washington St, Buena Park, CA 90621",https://photos.zillowstatic.com/fp/9b3e2adb1f3c57e80bea1b897a7b9099-p_e.jpg,645000,3.0,-117.9875,33.864784,FOR_SALE,25151460,,-1,2.0,1120.0,USA,USD,sqft,True,,,True,,,,,
25573041,,SINGLE_FAMILY,2960.0,"2568 Bonita Way, Laguna Beach, CA 92651",https://photos.zillowstatic.com/fp/caa0ac2041cd3949bdd4a8d3ad32b6d0-p_e.jpg,3595000,3.0,-117.760735,33.527344,FOR_SALE,25573041,,-1,2.0,1800.0,USA,USD,sqft,True,True,,True,,,,,
25622338,,SINGLE_FAMILY,3049.0,"28001 Via Castro, Mission Viejo, CA 92692",https://photos.zillowstatic.com/fp/71fc2e5c53e48647377a79c9432feae6-p_e.jpg,599000,2.0,-117.64252,33.618885,FOR_SALE,25622338,,-1,2.0,1280.0,USA,USD,sqft,True,,,True,,,,,
25437865,,SINGLE_FAMILY,8237.0,"4015 E Palmyra Ave, Orange, CA 92869",https://photos.zillowstatic.com/fp/0c3f526b88c0412475b593abbbb1cce8-p_e.jpg,799900,4.0,-117.810394,33.78436,FOR_SALE,25437865,,-1,3.0,2559.0,USA,USD,sqft,True,True,,True,,,,,
25458273,,SINGLE_FAMILY,6125.0,"929 Dahlia Ave, Costa Mesa, CA 92626",https://photos.zillowstatic.com/fp/d3ec819037ec423d1dd3e90ac4704867-p_e.jpg,1360000,4.0,-117.89485,33.69068,FOR_SALE,25458273,,-1,3.0,2135.0,USA,USD,sqft,True,,,True,,,,,
25272036,,SINGLE_FAMILY,6032.0,"9881 Spinnaker Dr, Huntington Beach, CA 92646",https://photos.zillowstatic.com/fp/dbae7ee4e29fa82af014a3cf18af2bc8-p_e.jpg,1249000,3.0,-117.95556,33.663406,FOR_SALE,25272036,,-1,3.0,1763.0,USA,USD,sqft,True,True,,True,,,,,
25537279,,SINGLE_FAMILY,4653.0,"22551 Overlake Dr, Lake Forest, CA 92630",https://photos.zillowstatic.com/fp/f20451ea8d04da3ec0c3da6b82b7feec-p_e.jpg,1100000,4.0,-117.706,33.63565,FOR_SALE,25537279,,-1,3.0,1980.0,USA,USD,sqft,True,,,True,,,,,
25627869,,SINGLE_FAMILY,7437.0,"23322 Via Burriana, Mission Viejo, CA 92691",https://photos.zillowstatic.com/fp/628499210282a4aca97064ffcb9f95bb-p_e.jpg,819000,3.0,-117.66255,33.623802,FOR_SALE,25627869,,-1,2.0,1370.0,USA,USD,sqft,True,,,True,,,,,
25270067,,SINGLE_FAMILY,2601.0,"9816 Verde Mar Dr, Huntington Beach, CA 92646",https://photos.zillowstatic.com/fp/24a8c898f8f1a063e12a0cae9fad0879-p_e.jpg,798000,3.0,-117.95621,33.650867,FOR_SALE,25270067,,-1,2.0,1259.0,USA,USD,sqft,True,,,True,,,,,
25320647,,SINGLE_FAMILY,6032.0,"12312 Nadine Cir, Garden Grove, CA 92840",https://photos.zillowstatic.com/fp/adbd4335adf4ffaae3cc1b873cbfaaa3-p_e.jpg,849900,4.0,-117.920685,33.78423,FOR_SALE,25320647,,-1,2.0,1470.0,USA,USD,sqft,True,True,,True,,,,,
25505862,,SINGLE_FAMILY,6390.0,"13631 Fielding Dr, Tustin, CA 92780",https://photos.zillowstatic.com/fp/6127eb30458f576eebfd9947fa88f3ad-p_e.jpg,1299900,4.0,-117.81403,33.739197,FOR_SALE,25505862,,-1,3.0,2150.0,USA,USD,sqft,True,True,,True,,,,,
63113224,,SINGLE_FAMILY,0.27431129476584,"24 View Ter, Irvine, CA 92603",https://photos.zillowstatic.com/fp/e5e75637cb555a5749a9b378ce91097f-p_e.jpg,3990000,4.0,-117.819984,33.620167,FOR_SALE,63113224,,-1,5.0,3661.0,USA,USD,acres,True,,,True,,,,,
